Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1010,d,c,4610.0,6.0,2010.0,True,18.0,2010.0,"Feb,May,Aug,Nov"
1011,a,c,490.0,9.0,2012.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
1013,a,a,630.0,2.0,2015.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
1014,a,c,210.0,,,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
1015,d,c,9910.0,12.0,2010.0,True,9.0,2011.0,"Mar,Jun,Sept,Dec"
1016,c,c,550.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
1017,c,a,110.0,11.0,2008.0,False,,,
1018,c,c,140.0,9.0,2012.0,False,,,
1019,d,c,2740.0,7.0,2014.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
1022,a,c,1520.0,,,False,,,
1023,c,a,3740.0,2.0,2002.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1024,c,c,1990.0,1.0,2012.0,False,,,
1026,c,a,450.0,6.0,2011.0,True,48.0,2012.0,"Mar,Jun,Sept,Dec"
1027,a,c,190.0,6.0,2008.0,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
1028,a,a,150.0,,,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
1030,a,a,36410.0,4.0,2008.0,False,,,
1031,d,a,590.0,5.0,2001.0,False,,,
1032,d,c,270.0,2.0,2013.0,True,40.0,2012.0,"Jan,Apr,Jul,Oct"
1033,a,a,7680.0,3.0,2006.0,False,,,
1034,a,a,13750.0,4.0,2015.0,False,,,
1036,d,c,9560.0,,,True,36.0,2013.0,"Jan,Apr,Jul,Oct"
1037,a,c,150.0,,,False,,,
1038,d,a,17290.0,10.0,2013.0,False,,,
1039,a,c,70.0,6.0,1990.0,True,22.0,2012.0,"Mar,Jun,Sept,Dec"
1040,a,a,4030.0,2.0,2013.0,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
1042,a,a,3440.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
1043,c,a,420.0,3.0,2006.0,False,,,
1044,c,a,240.0,4.0,2015.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
1045,a,c,26990.0,12.0,2013.0,False,,,
1047,a,a,3750.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
1048,d,c,1860.0,9.0,2012.0,True,40.0,2012.0,"Jan,Apr,Jul,Oct"
1049,a,a,370.0,7.0,2012.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1051,c,a,200.0,7.0,1998.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
1052,a,c,5080.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
1055,c,a,1980.0,4.0,2009.0,False,,,
1056,d,c,5350.0,,,True,40.0,2012.0,"Jan,Apr,Jul,Oct"
1058,a,c,180.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
1059,c,a,3380.0,4.0,2013.0,False,,,
1060,a,c,3430.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
1061,d,c,8110.0,,,False,,,
1062,d,a,190.0,9.0,2012.0,True,40.0,2012.0,"Feb,May,Aug,Nov"
1063,a,c,6250.0,,,False,,,
1064,a,c,420.0,,,False,,,
1065,a,a,1290.0,,,True,35.0,2011.0,"Mar,Jun,Sept,Dec"
1066,a,a,3350.0,,,False,,,
1068,d,c,5010.0,,,True,5.0,2013.0,"Jan,Apr,Jul,Oct"
1069,a,c,18050.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1071,a,a,820.0,3.0,2012.0,True,35.0,2012.0,"Mar,Jun,Sept,Dec"
1072,a,c,5380.0,8.0,2015.0,True,5.0,2010.0,"Feb,May,Aug,Nov"
1073,a,c,1710.0,,,True,44.0,2012.0,"Jan,Apr,Jul,Oct"
1074,c,c,3330.0,10.0,2001.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1075,a,c,1410.0,10.0,2013.0,False,,,
1076,a,c,90.0,,,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
1077,a,a,3750.0,11.0,2001.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
1078,d,c,670.0,,,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
1079,a,a,16680.0,,,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
1080,a,a,2410.0,,,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
1081,b,a,400.0,3.0,2006.0,False,,,
1082,c,a,440.0,4.0,2002.0,False,,,
1083,d,c,11540.0,,,True,5.0,2013.0,"Feb,May,Aug,Nov"
1084,a,a,190.0,,,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
1085,c,a,4030.0,2.0,2015.0,False,,,
1086,a,a,180.0,11.0,2013.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
1087,d,c,2210.0,11.0,2011.0,False,,,
1089,d,a,5220.0,5.0,2009.0,False,,,
1090,a,a,330.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1092,a,a,300.0,7.0,2000.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
1093,c,c,10450.0,6.0,2009.0,False,,,
1095,a,a,690.0,6.0,2007.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1096,a,c,1130.0,,,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
1098,a,a,1830.0,11.0,2004.0,False,,,
1099,a,c,200.0,4.0,2013.0,True,14.0,2013.0,"Jan,Apr,Jul,Oct"
1100,a,a,540.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1101,d,c,4060.0,9.0,2012.0,False,,,
1102,a,a,850.0,11.0,2012.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
1103,d,c,1340.0,10.0,2006.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
1104,d,a,260.0,2.0,2012.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1105,c,c,330.0,11.0,2008.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
1106,a,c,5330.0,9.0,2011.0,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
1107,a,a,1400.0,6.0,2012.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
1108,a,a,540.0,4.0,2004.0,False,,,
1110,c,c,900.0,9.0,2010.0,False,,,
1111,a,a,1900.0,6.0,2014.0,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
1112,c,c,1880.0,4.0,2006.0,False,,,
1113,a,c,9260.0,,,False,,,
1114,a,c,870.0,,,False,,,
1115,d,c,5350.0,,,True,22.0,2012.0,"Mar,Jun,Sept,Dec"
